"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0009712"	"catechol-containing compound metabolic process"	"1/22"	"11/3394"	0.0691343689658684	0.328824678424832	0.30202957660643	"entE"	1
"GO:0048522"	"positive regulation of cellular process"	"3/22"	"149/3394"	0.069323221118644	0.328824678424832	0.30202957660643	"glgS/pdhR/phoP"	3
"GO:0006796"	"phosphate-containing compound metabolic process"	"6/22"	"468/3394"	0.0714320950459766	0.328824678424832	0.30202957660643	"atpA/atpD/atpG/nrdA/nrdB/phoQ"	6
"GO:0006568"	"tryptophan metabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"trpC"	1
"GO:0006586"	"indolalkylamine metabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"trpC"	1
"GO:0009313"	"oligosaccharide catabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"ebgA"	1
"GO:0016999"	"antibiotic metabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"entE"	1
"GO:0018958"	"phenol-containing compound metabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"entE"	1
"GO:0030091"	"protein repair"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"msrB"	1
"GO:0042430"	"indole-containing compound metabolic process"	"1/22"	"12/3394"	0.0751878847455759	0.328824678424832	0.30202957660643	"trpC"	1
"GO:0048518"	"positive regulation of biological process"	"3/22"	"156/3394"	0.0773480267116512	0.328824678424832	0.30202957660643	"glgS/pdhR/phoP"	3
"GO:0006549"	"isoleucine metabolic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"ilvB"	1
"GO:0006573"	"valine metabolic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"ilvB"	1
"GO:0009097"	"isoleucine biosynthetic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"ilvB"	1
"GO:0009099"	"valine biosynthetic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"ilvB"	1
"GO:0019184"	"nonribosomal peptide biosynthetic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"entE"	1
"GO:0044550"	"secondary metabolite biosynthetic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"entE"	1
"GO:0046348"	"amino sugar catabolic process"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"frlA"	1
"GO:0071470"	"cellular response to osmotic stress"	"1/22"	"13/3394"	0.0812038121659183	0.328824678424832	0.30202957660643	"phoQ"	1
"GO:0006793"	"phosphorus metabolic process"	"6/22"	"489/3394"	0.0849679677030998	0.328824678424832	0.30202957660643	"atpA/atpD/atpG/nrdA/nrdB/phoQ"	6
"GO:0016485"	"protein processing"	"1/22"	"14/3394"	0.0871823735774384	0.328824678424832	0.30202957660643	"prlC"	1
"GO:0040013"	"negative regulation of locomotion"	"1/22"	"14/3394"	0.0871823735774384	0.328824678424832	0.30202957660643	"glgS"	1
"GO:1902201"	"negative regulation of bacterial-type flagellum-dependent cell motility"	"1/22"	"14/3394"	0.0871823735774384	0.328824678424832	0.30202957660643	"glgS"	1
"GO:2000146"	"negative regulation of cell motility"	"1/22"	"14/3394"	0.0871823735774384	0.328824678424832	0.30202957660643	"glgS"	1
"GO:0000160"	"phosphorelay signal transduction system"	"2/22"	"78/3394"	0.0896052246770062	0.328824678424832	0.30202957660643	"phoP/phoQ"	2
"GO:0005984"	"disaccharide metabolic process"	"1/22"	"15/3394"	0.0931237900807809	0.328824678424832	0.30202957660643	"ebgA"	1
"GO:0012501"	"programmed cell death"	"1/22"	"15/3394"	0.0931237900807809	0.328824678424832	0.30202957660643	"hlyE"	1
"GO:0051271"	"negative regulation of cellular component movement"	"1/22"	"15/3394"	0.0931237900807809	0.328824678424832	0.30202957660643	"glgS"	1
"GO:0006811"	"ion transport"	"5/22"	"383/3394"	0.0934914148820071	0.328824678424832	0.30202957660643	"atpA/atpD/atpG/frlA/sdaC"	5
"GO:1903825"	"organic acid transmembrane transport"	"2/22"	"81/3394"	0.0955678276954356	0.328824678424832	0.30202957660643	"frlA/sdaC"	2
"GO:1905039"	"carboxylic acid transmembrane transport"	"2/22"	"81/3394"	0.0955678276954356	0.328824678424832	0.30202957660643	"frlA/sdaC"	2
"GO:0035556"	"intracellular signal transduction"	"2/22"	"82/3394"	0.097581232489035	0.328824678424832	0.30202957660643	"phoP/phoQ"	2
"GO:0009309"	"amine biosynthetic process"	"1/22"	"16/3394"	0.0990282815333472	0.328824678424832	0.30202957660643	"trpC"	1
"GO:0042401"	"cellular biogenic amine biosynthetic process"	"1/22"	"16/3394"	0.0990282815333472	0.328824678424832	0.30202957660643	"trpC"	1
"GO:1901334"	"lactone metabolic process"	"1/22"	"17/3394"	0.104896066555925	0.343899762506133	0.315876229735363	"entE"	1
"GO:0044011"	"single-species biofilm formation on inanimate substrate"	"1/22"	"18/3394"	0.110727362539274	0.354054159230517	0.325203170030875	"glgS"	1
"GO:1900190"	"regulation of single-species biofilm formation"	"1/22"	"18/3394"	0.110727362539274	0.354054159230517	0.325203170030875	"glgS"	1
"GO:0008219"	"cell death"	"1/22"	"19/3394"	0.116522385650689	0.363605998596727	0.333976653862468	"hlyE"	1
"GO:0070475"	"rRNA base methylation"	"1/22"	"19/3394"	0.116522385650689	0.363605998596727	0.333976653862468	"rsmJ"	1
"GO:0019748"	"secondary metabolic process"	"1/22"	"20/3394"	0.122281350840521	0.364513303812017	0.334810025041722	"entE"	1
"GO:0051701"	"biological process involved in interaction with host"	"1/22"	"20/3394"	0.122281350840521	0.364513303812017	0.334810025041722	"hlyE"	1
"GO:1902021"	"regulation of bacterial-type flagellum-dependent cell motility"	"1/22"	"20/3394"	0.122281350840521	0.364513303812017	0.334810025041722	"glgS"	1
"GO:0007165"	"signal transduction"	"2/22"	"97/3394"	0.129163961601306	0.364513303812017	0.334810025041722	"phoP/phoQ"	2
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"2/22"	"98/3394"	0.131351893958162	0.364513303812017	0.334810025041722	"pdhR/phoP"	2
"GO:1902680"	"positive regulation of RNA biosynthetic process"	"2/22"	"98/3394"	0.131351893958162	0.364513303812017	0.334810025041722	"pdhR/phoP"	2
"GO:1903508"	"positive regulation of nucleic acid-templated transcription"	"2/22"	"98/3394"	0.131351893958162	0.364513303812017	0.334810025041722	"pdhR/phoP"	2
"GO:0044403"	"biological process involved in symbiotic interaction"	"1/22"	"22/3394"	0.13369196121106	0.364513303812017	0.334810025041722	"hlyE"	1
"GO:0006865"	"amino acid transport"	"2/22"	"101/3394"	0.137969767625172	0.364513303812017	0.334810025041722	"frlA/sdaC"	2
"GO:0006040"	"amino sugar metabolic process"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"frlA"	1
"GO:0006470"	"protein dephosphorylation"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"phoQ"	1
"GO:0019321"	"pentose metabolic process"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"rhaA"	1
"GO:0031167"	"rRNA methylation"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"rsmJ"	1
"GO:0032506"	"cytokinetic process"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"damX"	1
"GO:2000145"	"regulation of cell motility"	"1/22"	"23/3394"	0.13934403026603	0.364513303812017	0.334810025041722	"glgS"	1
"GO:0023052"	"signaling"	"2/22"	"103/3394"	0.142424815306614	0.364513303812017	0.334810025041722	"phoP/phoQ"	2
"GO:0051254"	"positive regulation of RNA metabolic process"	"2/22"	"103/3394"	0.142424815306614	0.364513303812017	0.334810025041722	"pdhR/phoP"	2
"GO:0009081"	"branched-chain amino acid metabolic process"	"1/22"	"24/3394"	0.144960889160763	0.364513303812017	0.334810025041722	"ilvB"	1
"GO:0009082"	"branched-chain amino acid biosynthetic process"	"1/22"	"24/3394"	0.144960889160763	0.364513303812017	0.334810025041722	"ilvB"	1
"GO:0051270"	"regulation of cellular component movement"	"1/22"	"24/3394"	0.144960889160763	0.364513303812017	0.334810025041722	"glgS"	1
"GO:0040012"	"regulation of locomotion"	"1/22"	"25/3394"	0.150542746857637	0.36654949251954	0.336680289816769	"glgS"	1
"GO:0044010"	"single-species biofilm formation"	"2/22"	"107/3394"	0.151431643627764	0.36654949251954	0.336680289816769	"glgS/sfmH"	2
"GO:0045935"	"positive regulation of nucleobase-containing compound metabolic process"	"2/22"	"107/3394"	0.151431643627764	0.36654949251954	0.336680289816769	"pdhR/phoP"	2
"GO:0051703"	"biological process involved in intraspecies interaction between organisms"	"2/22"	"107/3394"	0.151431643627764	0.36654949251954	0.336680289816769	"glgS/sfmH"	2
"GO:0009073"	"aromatic amino acid family biosynthetic process"	"1/22"	"26/3394"	0.156089811140549	0.369998640648069	0.339848375478414	"trpC"	1
"GO:0010557"	"positive regulation of macromolecule biosynthetic process"	"2/22"	"111/3394"	0.160557722276697	0.369998640648069	0.339848375478414	"pdhR/phoP"	2
"GO:0031328"	"positive regulation of cellular biosynthetic process"	"2/22"	"111/3394"	0.160557722276697	0.369998640648069	0.339848375478414	"pdhR/phoP"	2
"GO:0042710"	"biofilm formation"	"2/22"	"112/3394"	0.162856544532355	0.369998640648069	0.339848375478414	"glgS/sfmH"	2
"GO:0098630"	"aggregation of unicellular organisms"	"2/22"	"112/3394"	0.162856544532355	0.369998640648069	0.339848375478414	"glgS/sfmH"	2
"GO:0098662"	"inorganic cation transmembrane transport"	"2/22"	"112/3394"	0.162856544532355	0.369998640648069	0.339848375478414	"atpA/atpD"	2
"GO:0098743"	"cell aggregation"	"2/22"	"112/3394"	0.162856544532355	0.369998640648069	0.339848375478414	"glgS/sfmH"	2
"GO:0019320"	"hexose catabolic process"	"1/22"	"28/3394"	0.167080384745468	0.373928447748518	0.343457952412782	"rhaA"	1
"GO:0009891"	"positive regulation of biosynthetic process"	"2/22"	"114/3394"	0.16747374493756	0.373928447748518	0.343457952412782	"pdhR/phoP"	2
"GO:0046942"	"carboxylic acid transport"	"2/22"	"117/3394"	0.17444591387213	0.386166595665655	0.354698844220435	"frlA/sdaC"	2
"GO:1901607"	"alpha-amino acid biosynthetic process"	"2/22"	"118/3394"	0.176781674709085	0.387268659404841	0.355711103537875	"ilvB/trpC"	2
"GO:1902475"	"L-alpha-amino acid transmembrane transport"	"1/22"	"30/3394"	0.177934248915738	0.387268659404841	0.355711103537875	"frlA"	1
"GO:0018106"	"peptidyl-histidine phosphorylation"	"1/22"	"31/3394"	0.183310422079785	0.392375200980696	0.360401525794096	"phoQ"	1
"GO:0018202"	"peptidyl-histidine modification"	"1/22"	"31/3394"	0.183310422079785	0.392375200980696	0.360401525794096	"phoQ"	1
"GO:0006812"	"cation transport"	"3/22"	"231/3394"	0.18535575290111	0.393501147552356	0.361435721791638	"atpA/atpD/sdaC"	3
"GO:0000154"	"rRNA modification"	"1/22"	"32/3394"	0.18865302413576	0.397244985781804	0.364874483993854	"rsmJ"	1
"GO:0009072"	"aromatic amino acid family metabolic process"	"1/22"	"33/3394"	0.193962254792813	0.405130838639827	0.372117738397077	"trpC"	1
"GO:0051173"	"positive regulation of nitrogen compound metabolic process"	"2/22"	"126/3394"	0.195655514581669	0.405398226213218	0.372363337224903	"pdhR/phoP"	2
"GO:0009267"	"cellular response to starvation"	"1/22"	"34/3394"	0.199238312631123	0.408346991939684	0.375071815396743	"phoQ"	1
"GO:0010604"	"positive regulation of macromolecule metabolic process"	"2/22"	"129/3394"	0.202809153062995	0.408346991939684	0.375071815396743	"pdhR/phoP"	2
"GO:0015804"	"neutral amino acid transport"	"1/22"	"35/3394"	0.204481395107943	0.408346991939684	0.375071815396743	"sdaC"	1
"GO:0098660"	"inorganic ion transmembrane transport"	"2/22"	"130/3394"	0.2052017216041	0.408346991939684	0.375071815396743	"atpA/atpD"	2
"GO:0032879"	"regulation of localization"	"1/22"	"36/3394"	0.209691698563622	0.408346991939684	0.375071815396743	"glgS"	1
"GO:0046777"	"protein autophosphorylation"	"1/22"	"36/3394"	0.209691698563622	0.408346991939684	0.375071815396743	"phoQ"	1
"GO:0071214"	"cellular response to abiotic stimulus"	"1/22"	"36/3394"	0.209691698563622	0.408346991939684	0.375071815396743	"phoQ"	1
"GO:0104004"	"cellular response to environmental stimulus"	"1/22"	"36/3394"	0.209691698563622	0.408346991939684	0.375071815396743	"phoQ"	1
"GO:0031669"	"cellular response to nutrient levels"	"1/22"	"37/3394"	0.214869418227588	0.415307308365264	0.381464953019913	"phoQ"	1
"GO:0016052"	"carbohydrate catabolic process"	"2/22"	"139/3394"	0.226888065972379	0.434956633833883	0.399513104029497	"ebgA/rhaA"	2
"GO:0001510"	"RNA methylation"	"1/22"	"40/3394"	0.230209010224598	0.434956633833883	0.399513104029497	"rsmJ"	1
"GO:1901617"	"organic hydroxy compound biosynthetic process"	"1/22"	"40/3394"	0.230209010224598	0.434956633833883	0.399513104029497	"entE"	1
"GO:0008652"	"cellular amino acid biosynthetic process"	"2/22"	"142/3394"	0.234167688831954	0.434956633833883	0.399513104029497	"ilvB/trpC"	2
"GO:0015711"	"organic anion transport"	"2/22"	"142/3394"	0.234167688831954	0.434956633833883	0.399513104029497	"frlA/sdaC"	2
"GO:0006970"	"response to osmotic stress"	"1/22"	"41/3394"	0.235258325005474	0.434956633833883	0.399513104029497	"phoQ"	1
"GO:0006520"	"cellular amino acid metabolic process"	"3/22"	"261/3394"	0.236791063206863	0.434956633833883	0.399513104029497	"frlA/ilvB/trpC"	3
"GO:0043709"	"cell adhesion involved in single-species biofilm formation"	"1/22"	"42/3394"	0.240276015685426	0.438249915933278	0.402538024795451	"sfmH"	1
"GO:0051604"	"protein maturation"	"1/22"	"43/3394"	0.245262270952407	0.441828991814088	0.405825450721333	"prlC"	1
"GO:0006259"	"DNA metabolic process"	"3/22"	"266/3394"	0.24565009583486	0.441828991814088	0.405825450721333	"nrdA/nrdB/prlC"	3
"GO:0015849"	"organic acid transport"	"2/22"	"149/3394"	0.251224214556879	0.448738424622288	0.412171851106023	"frlA/sdaC"	2
"GO:0042594"	"response to starvation"	"1/22"	"45/3394"	0.255141224655761	0.452613542368782	0.415731195185307	"phoQ"	1
"GO:0098655"	"cation transmembrane transport"	"2/22"	"153/3394"	0.261003049490467	0.457388257668533	0.420116830859941	"atpA/atpD"	2
"GO:0000910"	"cytokinesis"	"1/22"	"47/3394"	0.264896674325405	0.457388257668533	0.420116830859941	"damX"	1
"GO:0006364"	"rRNA processing"	"1/22"	"47/3394"	0.264896674325405	0.457388257668533	0.420116830859941	"rsmJ"	1
"GO:0043708"	"cell adhesion involved in biofilm formation"	"1/22"	"47/3394"	0.264896674325405	0.457388257668533	0.420116830859941	"sfmH"	1
"GO:0016072"	"rRNA metabolic process"	"1/22"	"49/3394"	0.274530091327888	0.464727409502765	0.426857933540438	"rsmJ"	1
"GO:0031589"	"cell-substrate adhesion"	"1/22"	"49/3394"	0.274530091327888	0.464727409502765	0.426857933540438	"sfmH"	1
"GO:0031667"	"response to nutrient levels"	"1/22"	"49/3394"	0.274530091327888	0.464727409502765	0.426857933540438	"phoQ"	1
"GO:0006576"	"cellular biogenic amine metabolic process"	"1/22"	"50/3394"	0.279301492819902	0.469734328833471	0.431456851519465	"trpC"	1
"GO:0043414"	"macromolecule methylation"	"1/22"	"51/3394"	0.284042930367139	0.473338209224377	0.434767060697863	"rsmJ"	1
"GO:0009308"	"amine metabolic process"	"1/22"	"52/3394"	0.288754583233404	0.473338209224377	0.434767060697863	"trpC"	1
"GO:0044106"	"cellular amine metabolic process"	"1/22"	"52/3394"	0.288754583233404	0.473338209224377	0.434767060697863	"trpC"	1
"GO:0046365"	"monosaccharide catabolic process"	"1/22"	"52/3394"	0.288754583233404	0.473338209224377	0.434767060697863	"rhaA"	1
"GO:0044419"	"biological process involved in interspecies interaction between organisms"	"1/22"	"53/3394"	0.293436629663346	0.477987969074255	0.439037923230163	"hlyE"	1
"GO:0007154"	"cell communication"	"2/22"	"170/3394"	0.30264307513998	0.480997339157495	0.441802067261101	"phoP/phoQ"	2
"GO:0007049"	"cell cycle"	"1/22"	"55/3394"	0.302712611130006	0.480997339157495	0.441802067261101	"damX"	1
"GO:0022402"	"cell cycle process"	"1/22"	"55/3394"	0.302712611130006	0.480997339157495	0.441802067261101	"damX"	1
"GO:0062197"	"cellular response to chemical stress"	"1/22"	"55/3394"	0.302712611130006	0.480997339157495	0.441802067261101	"phoQ"	1
"GO:0007155"	"cell adhesion"	"1/22"	"58/3394"	0.316408933179677	0.496666143597189	0.456194059959215	"sfmH"	1
"GO:0043711"	"pilus organization"	"1/22"	"58/3394"	0.316408933179677	0.496666143597189	0.456194059959215	"sfmH"	1
"GO:0006468"	"protein phosphorylation"	"1/22"	"60/3394"	0.32539673550804	0.507697316244471	0.466326329897381	"phoQ"	1
"GO:0044275"	"cellular carbohydrate catabolic process"	"1/22"	"61/3394"	0.329848226755437	0.511561022333282	0.469875192226465	"ebgA"	1
"GO:0019318"	"hexose metabolic process"	"1/22"	"62/3394"	0.334271670803256	0.515335492488353	0.473342090235187	"rhaA"	1
"GO:0032259"	"methylation"	"1/22"	"63/3394"	0.338667236002034	0.519022568784182	0.476728715891994	"rsmJ"	1
"GO:0009311"	"oligosaccharide metabolic process"	"1/22"	"64/3394"	0.343035089742038	0.522624048489341	0.48003672001053	"ebgA"	1
"GO:1901136"	"carbohydrate derivative catabolic process"	"1/22"	"65/3394"	0.347375398458457	0.525380213682559	0.482568292185566	"frlA"	1
"GO:0006518"	"peptide metabolic process"	"2/22"	"189/3394"	0.348901145766024	0.525380213682559	0.482568292185566	"entE/prlC"	2
"GO:0006820"	"anion transport"	"2/22"	"193/3394"	0.358550855262913	0.536434871680962	0.492722133712243	"frlA/sdaC"	2
"GO:0071973"	"bacterial-type flagellum-dependent cell motility"	"1/22"	"69/3394"	0.364464478652702	0.536434871680962	0.492722133712243	"glgS"	1
"GO:0001539"	"cilium or flagellum-dependent cell motility"	"1/22"	"70/3394"	0.36866952571124	0.536434871680962	0.492722133712243	"glgS"	1
"GO:0031668"	"cellular response to extracellular stimulus"	"1/22"	"70/3394"	0.36866952571124	0.536434871680962	0.492722133712243	"phoQ"	1
"GO:0071496"	"cellular response to external stimulus"	"1/22"	"70/3394"	0.36866952571124	0.536434871680962	0.492722133712243	"phoQ"	1
"GO:0097588"	"archaeal or bacterial-type flagellum-dependent cell motility"	"1/22"	"70/3394"	0.36866952571124	0.536434871680962	0.492722133712243	"glgS"	1
"GO:1901605"	"alpha-amino acid metabolic process"	"2/22"	"200/3394"	0.375335935947762	0.542461227913985	0.49825741722642	"ilvB/trpC"	2
"GO:0016311"	"dephosphorylation"	"1/22"	"72/3394"	0.377000081175742	0.542461227913985	0.49825741722642	"phoQ"	1
"GO:0009063"	"cellular amino acid catabolic process"	"1/22"	"76/3394"	0.393347482588157	0.561170624568776	0.515442231873779	"frlA"	1
"GO:0046394"	"carboxylic acid biosynthetic process"	"2/22"	"208/3394"	0.394336114561842	0.561170624568776	0.515442231873779	"ilvB/trpC"	2
"GO:0016053"	"organic acid biosynthetic process"	"2/22"	"209/3394"	0.396696017548429	0.561444090410072	0.515693413666638	"ilvB/trpC"	2
"GO:0044267"	"cellular protein metabolic process"	"3/22"	"353/3394"	0.405065068767688	0.564422919642772	0.518429505544672	"msrB/phoQ/prlC"	3
"GO:0048870"	"cell motility"	"1/22"	"79/3394"	0.405338467388246	0.564422919642772	0.518429505544672	"glgS"	1
"GO:0051674"	"localization of cell"	"1/22"	"79/3394"	0.405338467388246	0.564422919642772	0.518429505544672	"glgS"	1
"GO:0006928"	"movement of cell or subcellular component"	"1/22"	"80/3394"	0.409284939097886	0.566870584098142	0.520677715936517	"glgS"	1
"GO:0048523"	"negative regulation of cellular process"	"2/22"	"216/3394"	0.41311316850512	0.568577261045862	0.522245320042125	"glgS/pdhR"	2
"GO:0009991"	"response to extracellular stimulus"	"1/22"	"82/3394"	0.417103010033644	0.568577261045862	0.522245320042125	"phoQ"	1
"GO:0018193"	"peptidyl-amino acid modification"	"1/22"	"82/3394"	0.417103010033644	0.568577261045862	0.522245320042125	"phoQ"	1
