"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0009628"	"response to abiotic stimulus"	"4/106"	"71/1467"	0.770276621175482	1	1	"betA/betB/eutD/speF"	4
"GO:0009061"	"anaerobic respiration"	"3/106"	"55/1467"	0.774475681217492	1	1	"hybC/narY/sdhA"	3
"GO:0019520"	"aldonic acid metabolic process"	"1/106"	"20/1467"	0.77912902383256	1	1	"yagF"	1
"GO:0046113"	"nucleobase catabolic process"	"1/106"	"20/1467"	0.77912902383256	1	1	"preA"	1
"GO:0072529"	"pyrimidine-containing compound catabolic process"	"1/106"	"20/1467"	0.77912902383256	1	1	"preA"	1
"GO:0032502"	"developmental process"	"2/106"	"39/1467"	0.787340743530464	1	1	"dacA/pbpG"	2
"GO:0009066"	"aspartate family amino acid metabolic process"	"3/106"	"57/1467"	0.795295766645079	1	1	"asnB/ldcC/sucB"	3
"GO:0097237"	"cellular response to toxic substance"	"1/106"	"21/1467"	0.795308929481315	1	1	"katG"	1
"GO:1990748"	"cellular detoxification"	"1/106"	"21/1467"	0.795308929481315	1	1	"katG"	1
"GO:0006023"	"aminoglycan biosynthetic process"	"2/106"	"40/1467"	0.79918647548625	1	1	"dacA/pbpG"	2
"GO:0006024"	"glycosaminoglycan biosynthetic process"	"2/106"	"40/1467"	0.79918647548625	1	1	"dacA/pbpG"	2
"GO:0009252"	"peptidoglycan biosynthetic process"	"2/106"	"40/1467"	0.79918647548625	1	1	"dacA/pbpG"	2
"GO:0009273"	"peptidoglycan-based cell wall biogenesis"	"2/106"	"40/1467"	0.79918647548625	1	1	"dacA/pbpG"	2
"GO:0006525"	"arginine metabolic process"	"1/106"	"22/1467"	0.810313945715742	1	1	"argH"	1
"GO:0006633"	"fatty acid biosynthetic process"	"1/106"	"22/1467"	0.810313945715742	1	1	"accC"	1
"GO:0009245"	"lipid A biosynthetic process"	"1/106"	"22/1467"	0.810313945715742	1	1	"lpxD"	1
"GO:0031323"	"regulation of cellular metabolic process"	"1/106"	"22/1467"	0.810313945715742	1	1	"accC"	1
"GO:0046493"	"lipid A metabolic process"	"1/106"	"22/1467"	0.810313945715742	1	1	"lpxD"	1
"GO:0042546"	"cell wall biogenesis"	"2/106"	"41/1467"	0.810450488838634	1	1	"dacA/pbpG"	2
"GO:0044038"	"cell wall macromolecule biosynthetic process"	"2/106"	"41/1467"	0.810450488838634	1	1	"dacA/pbpG"	2
"GO:0070589"	"cellular component macromolecule biosynthetic process"	"2/106"	"41/1467"	0.810450488838634	1	1	"dacA/pbpG"	2
"GO:0006643"	"membrane lipid metabolic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:0006664"	"glycolipid metabolic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:0009247"	"glycolipid biosynthetic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:0046467"	"membrane lipid biosynthetic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:1901269"	"lipooligosaccharide metabolic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:1901271"	"lipooligosaccharide biosynthetic process"	"1/106"	"23/1467"	0.824228632050781	1	1	"lpxD"	1
"GO:0019320"	"hexose catabolic process"	"1/106"	"24/1467"	0.837131516401624	1	1	"gcd"	1
"GO:1901565"	"organonitrogen compound catabolic process"	"8/106"	"144/1467"	0.837731983760974	1	1	"asnB/eutD/frlA/ldcC/nanA/preA/puuP/sucB"	8
"GO:0006575"	"cellular modified amino acid metabolic process"	"2/106"	"44/1467"	0.840964883995817	1	1	"betA/betB"	2
"GO:0050794"	"regulation of cellular process"	"2/106"	"44/1467"	0.840964883995817	1	1	"accC/dsbD"	2
"GO:0019222"	"regulation of metabolic process"	"1/106"	"25/1467"	0.849095521433798	1	1	"accC"	1
"GO:0044036"	"cell wall macromolecule metabolic process"	"2/106"	"45/1467"	0.850114219682611	1	1	"dacA/pbpG"	2
"GO:0050789"	"regulation of biological process"	"4/106"	"83/1467"	0.865959775351478	1	1	"accC/dacA/dsbD/pbpG"	4
"GO:0046365"	"monosaccharide catabolic process"	"2/106"	"47/1467"	0.867003927907412	1	1	"gcd/uxaA"	2
"GO:0062197"	"cellular response to chemical stress"	"1/106"	"27/1467"	0.870472909093058	1	1	"katG"	1
"GO:1901700"	"response to oxygen-containing compound"	"1/106"	"27/1467"	0.870472909093058	1	1	"katG"	1
"GO:0006865"	"amino acid transport"	"4/106"	"84/1467"	0.872149780634404	1	1	"brnQ/frlA/proY/puuP"	4
"GO:0046034"	"ATP metabolic process"	"2/106"	"49/1467"	0.882148176590379	1	1	"hycC/nuoG"	2
"GO:1903825"	"organic acid transmembrane transport"	"3/106"	"68/1467"	0.883234363858286	1	1	"brnQ/frlA/proY"	3
"GO:1905039"	"carboxylic acid transmembrane transport"	"3/106"	"68/1467"	0.883234363858286	1	1	"brnQ/frlA/proY"	3
"GO:0006006"	"glucose metabolic process"	"1/106"	"29/1467"	0.888846458455561	1	1	"gcd"	1
"GO:0006206"	"pyrimidine nucleobase metabolic process"	"1/106"	"29/1467"	0.888846458455561	1	1	"preA"	1
"GO:0015695"	"organic cation transport"	"1/106"	"29/1467"	0.888846458455561	1	1	"puuP"	1
"GO:0043604"	"amide biosynthetic process"	"2/106"	"50/1467"	0.889113968765683	1	1	"accC/asnB"	2
"GO:1901606"	"alpha-amino acid catabolic process"	"2/106"	"51/1467"	0.895700235473281	1	1	"ldcC/sucB"	2
"GO:0009067"	"aspartate family amino acid biosynthetic process"	"1/106"	"31/1467"	0.904634798497583	1	1	"asnB"	1
"GO:0009150"	"purine ribonucleotide metabolic process"	"3/106"	"73/1467"	0.910810106485612	1	1	"accC/sucB/sucC"	3
"GO:0015804"	"neutral amino acid transport"	"1/106"	"32/1467"	0.911674291087594	1	1	"brnQ"	1
"GO:0009311"	"oligosaccharide metabolic process"	"2/106"	"54/1467"	0.913357420616273	1	1	"lpxD/malQ"	2
"GO:1901136"	"carbohydrate derivative catabolic process"	"2/106"	"55/1467"	0.918598240970944	1	1	"frlA/nanA"	2
"GO:0046164"	"alcohol catabolic process"	"1/106"	"34/1467"	0.92424537801816	1	1	"eutD"	1
"GO:0046677"	"response to antibiotic"	"1/106"	"34/1467"	0.92424537801816	1	1	"lpxD"	1
"GO:0042180"	"cellular ketone metabolic process"	"1/106"	"35/1467"	0.929848999741869	1	1	"accC"	1
"GO:0098754"	"detoxification"	"1/106"	"35/1467"	0.929848999741869	1	1	"katG"	1
"GO:1901617"	"organic hydroxy compound biosynthetic process"	"1/106"	"35/1467"	0.929848999741869	1	1	"thiC"	1
"GO:0006163"	"purine nucleotide metabolic process"	"3/106"	"78/1467"	0.932402840142717	1	1	"accC/sucB/sucC"	3
"GO:0065003"	"protein-containing complex assembly"	"1/106"	"36/1467"	0.935041741381088	1	1	"dsbD"	1
"GO:0072528"	"pyrimidine-containing compound biosynthetic process"	"1/106"	"36/1467"	0.935041741381088	1	1	"thiC"	1
"GO:0071555"	"cell wall organization"	"2/106"	"59/1467"	0.93674679052264	1	1	"dacA/pbpG"	2
"GO:0072527"	"pyrimidine-containing compound metabolic process"	"2/106"	"59/1467"	0.93674679052264	1	1	"preA/thiC"	2
"GO:0044272"	"sulfur compound biosynthetic process"	"2/106"	"60/1467"	0.940650501586312	1	1	"accC/thiC"	2
"GO:0006790"	"sulfur compound metabolic process"	"4/106"	"100/1467"	0.942547812847718	1	1	"accC/sucB/sucC/thiC"	4
"GO:0043933"	"protein-containing complex organization"	"1/106"	"38/1467"	0.944311878780472	1	1	"dsbD"	1
"GO:0071554"	"cell wall organization or biogenesis"	"2/106"	"62/1467"	0.947788177445678	1	1	"dacA/pbpG"	2
"GO:1901616"	"organic hydroxy compound catabolic process"	"1/106"	"39/1467"	0.948442698129156	1	1	"eutD"	1
"GO:0044264"	"cellular polysaccharide metabolic process"	"3/106"	"83/1467"	0.949134215269631	1	1	"glgC/malP/malQ"	3
"GO:0000270"	"peptidoglycan metabolic process"	"2/106"	"63/1467"	0.951045751501734	1	1	"dacA/pbpG"	2
"GO:0030203"	"glycosaminoglycan metabolic process"	"2/106"	"63/1467"	0.951045751501734	1	1	"dacA/pbpG"	2
"GO:0016052"	"carbohydrate catabolic process"	"5/106"	"122/1467"	0.952035639364404	1	1	"gcd/malP/malQ/uxaA/yagF"	5
"GO:0009410"	"response to xenobiotic stimulus"	"1/106"	"40/1467"	0.952269780761025	1	1	"pbpG"	1
"GO:0072330"	"monocarboxylic acid biosynthetic process"	"1/106"	"40/1467"	0.952269780761025	1	1	"accC"	1
"GO:1901264"	"carbohydrate derivative transport"	"1/106"	"40/1467"	0.952269780761025	1	1	"lptB"	1
"GO:0006022"	"aminoglycan metabolic process"	"2/106"	"64/1467"	0.954110673328669	1	1	"dacA/pbpG"	2
"GO:0045229"	"external encapsulating structure organization"	"2/106"	"64/1467"	0.954110673328669	1	1	"dacA/pbpG"	2
"GO:0046395"	"carboxylic acid catabolic process"	"7/106"	"159/1467"	0.955035130066304	1	1	"asnB/frlA/ldcC/nanA/sucB/uxaA/yagF"	7
"GO:0006979"	"response to oxidative stress"	"1/106"	"41/1467"	0.955815263059085	1	1	"katG"	1
"GO:0005976"	"polysaccharide metabolic process"	"3/106"	"86/1467"	0.957250876933334	1	1	"glgC/malP/malQ"	3
"GO:0009259"	"ribonucleotide metabolic process"	"3/106"	"89/1467"	0.964154352028488	1	1	"accC/sucB/sucC"	3
"GO:0016054"	"organic acid catabolic process"	"7/106"	"164/1467"	0.964308771077809	1	1	"asnB/frlA/ldcC/nanA/sucB/uxaA/yagF"	7
"GO:0006464"	"cellular protein modification process"	"1/106"	"44/1467"	0.964960166684468	1	1	"sucB"	1
"GO:0009312"	"oligosaccharide biosynthetic process"	"1/106"	"44/1467"	0.964960166684468	1	1	"lpxD"	1
"GO:0009636"	"response to toxic substance"	"1/106"	"44/1467"	0.964960166684468	1	1	"katG"	1
"GO:0036211"	"protein modification process"	"1/106"	"44/1467"	0.964960166684468	1	1	"sucB"	1
"GO:0006066"	"alcohol metabolic process"	"2/106"	"69/1467"	0.966896128541764	1	1	"eutD/thiC"	2
"GO:0009152"	"purine ribonucleotide biosynthetic process"	"1/106"	"45/1467"	0.967570301843601	1	1	"accC"	1
"GO:0098662"	"inorganic cation transmembrane transport"	"3/106"	"91/1467"	0.968164496646422	1	1	"kdpA/mgtA/puuP"	3
"GO:1902600"	"proton transmembrane transport"	"1/106"	"46/1467"	0.969987705503642	1	1	"puuP"	1
"GO:0009112"	"nucleobase metabolic process"	"1/106"	"47/1467"	0.972226483277473	1	1	"preA"	1
"GO:0015849"	"organic acid transport"	"4/106"	"114/1467"	0.973096160871898	1	1	"brnQ/frlA/proY/puuP"	4
"GO:0006164"	"purine nucleotide biosynthetic process"	"1/106"	"48/1467"	0.974299717624366	1	1	"accC"	1
"GO:0019693"	"ribose phosphate metabolic process"	"3/106"	"95/1467"	0.974959743638994	1	1	"accC/sucB/sucC"	3
"GO:0033036"	"macromolecule localization"	"1/106"	"49/1467"	0.976219541395907	1	1	"lptB"	1
"GO:0043412"	"macromolecule modification"	"1/106"	"49/1467"	0.976219541395907	1	1	"sucB"	1
"GO:0072521"	"purine-containing compound metabolic process"	"3/106"	"96/1467"	0.976431970407978	1	1	"accC/sucB/sucC"	3
"GO:1901607"	"alpha-amino acid biosynthetic process"	"3/106"	"97/1467"	0.977822562925746	1	1	"argH/asnB/proA"	3
"GO:0008654"	"phospholipid biosynthetic process"	"1/106"	"51/1467"	0.979643145556866	1	1	"lpxD"	1
"GO:0019725"	"cellular homeostasis"	"1/106"	"51/1467"	0.979643145556866	1	1	"dsbD"	1
"GO:0000271"	"polysaccharide biosynthetic process"	"2/106"	"77/1467"	0.980575818500561	1	1	"glgC/malQ"	2
"GO:0033692"	"cellular polysaccharide biosynthetic process"	"2/106"	"77/1467"	0.980575818500561	1	1	"glgC/malQ"	2
"GO:0019318"	"hexose metabolic process"	"1/106"	"52/1467"	0.981167034378174	1	1	"gcd"	1
"GO:0072522"	"purine-containing compound biosynthetic process"	"1/106"	"52/1467"	0.981167034378174	1	1	"accC"	1
"GO:1901605"	"alpha-amino acid metabolic process"	"6/106"	"159/1467"	0.981316046495551	1	1	"argH/asnB/ldcC/proA/speF/sucB"	6
"GO:0006644"	"phospholipid metabolic process"	"1/106"	"53/1467"	0.982577843110269	1	1	"lpxD"	1
"GO:0044085"	"cellular component biogenesis"	"3/106"	"101/1467"	0.982649074609552	1	1	"dacA/dsbD/pbpG"	3
"GO:0065008"	"regulation of biological quality"	"3/106"	"101/1467"	0.982649074609552	1	1	"dacA/dsbD/pbpG"	3
"GO:0006631"	"fatty acid metabolic process"	"1/106"	"54/1467"	0.983883888817703	1	1	"accC"	1
"GO:0034637"	"cellular carbohydrate biosynthetic process"	"2/106"	"80/1467"	0.984144647161256	1	1	"glgC/malQ"	2
"GO:0072329"	"monocarboxylic acid catabolic process"	"2/106"	"81/1467"	0.985187314568226	1	1	"uxaA/yagF"	2
"GO:0016051"	"carbohydrate biosynthetic process"	"3/106"	"104/1467"	0.985597972650311	1	1	"glgC/lpxD/malQ"	3
"GO:0019538"	"protein metabolic process"	"3/106"	"104/1467"	0.985597972650311	1	1	"dacA/pbpG/sucB"	3
"GO:0070887"	"cellular response to chemical stimulus"	"2/106"	"82/1467"	0.986163799677123	1	1	"katG/mgtA"	2
"GO:0098655"	"cation transmembrane transport"	"4/106"	"126/1467"	0.986471137015909	1	1	"brnQ/kdpA/mgtA/puuP"	4
"GO:0034645"	"cellular macromolecule biosynthetic process"	"4/106"	"127/1467"	0.987242401816271	1	1	"dacA/glgC/malQ/pbpG"	4
"GO:0046700"	"heterocycle catabolic process"	"1/106"	"57/1467"	0.987247784046099	1	1	"preA"	1
"GO:0098660"	"inorganic ion transmembrane transport"	"3/106"	"106/1467"	0.987292784763016	1	1	"kdpA/mgtA/puuP"	3
"GO:0009260"	"ribonucleotide biosynthetic process"	"1/106"	"58/1467"	0.988206461273839	1	1	"accC"	1
"GO:0044270"	"cellular nitrogen compound catabolic process"	"1/106"	"58/1467"	0.988206461273839	1	1	"preA"	1
"GO:0022607"	"cellular component assembly"	"1/106"	"60/1467"	0.989914768084753	1	1	"dsbD"	1
"GO:0042592"	"homeostatic process"	"1/106"	"60/1467"	0.989914768084753	1	1	"dsbD"	1
"GO:0005996"	"monosaccharide metabolic process"	"2/106"	"87/1467"	0.990186070295054	1	1	"gcd/uxaA"	2
"GO:0042364"	"water-soluble vitamin biosynthetic process"	"1/106"	"61/1467"	0.990674565229754	1	1	"thiC"	1
"GO:0046390"	"ribose phosphate biosynthetic process"	"1/106"	"61/1467"	0.990674565229754	1	1	"accC"	1
"GO:0009110"	"vitamin biosynthetic process"	"1/106"	"62/1467"	0.991377620767198	1	1	"thiC"	1
"GO:0044267"	"cellular protein metabolic process"	"1/106"	"62/1467"	0.991377620767198	1	1	"sucB"	1
